DATE,PM2.5,T2MWET,T2MDEW,T2M,QV10M,PS,TQV,TQL,H1000,DISPH,U2M,V2M,U50M,V50M,U850,V850,QLML,FRCAN,HLML,SPEED,SPEEDMAX,RHOA,CIG,VIS,TMP,DEW,WD,WS,CLDCR,CLDHT,v_2m,d_2m,v_50m,d_50m,v_850,d_850
2018-01-01 11:00:00,98.0,287.1965600000001,287.2017,293.19733,0.009353054,100828.38,36.970226,0.036758423,158.5267,0.2553711,-1.5782207,1.5995065,-2.2050242,2.376376,-0.34701157,5.953191,0.008937617,0.28503418,64.79921,3.2882886,3.3861234,1.1990714,1006.0,5000.0,18.0,13.0,50.0,1.5,0.4,762.0,,,,,,
2018-01-01 12:00:00,98.7,287.60385,287.6031,293.4677700000001,0.009649141,100712.38,37.55667,0.061325073,148.74638000000004,0.25524902,-1.5552893,1.7192463,-2.2058554,2.5851567,-0.43768668,5.970872,0.009239856,0.37402347,64.916275,3.4573307,3.4889300000000003,1.1954775,1006.0,5000.0,19.0,13.0,120.0,1.5,0.4,762.0,,,,,,
2018-01-01 13:00:00,90.7,287.90048,287.9024,293.4808700000001,0.009884242,100606.055,38.111465,0.07867432,139.62306,0.25512695,-1.501737,1.722319,-2.1602201,2.6168427000000003,-0.34799123,5.723223,0.009491021,0.57128906,64.978775,3.4653378,3.4927926,1.193135,1006.0,4200.0,19.0,13.0,110.0,2.6,0.4,610.0,,,,,,
2018-01-01 14:00:00,83.7,288.12003,288.12473,293.20734,0.010085724,100541.42,38.614323,0.08248901,133.88351,0.25500488,-1.4622838,1.5762146,-2.1775966,2.4574883,-0.12923455,5.3690095,0.0097065969999999,0.8261719000000001,65.00355,3.3703547,3.420149,1.1919171,1006.0,4200.0,19.0,13.0,40.0,1.5,0.4,610.0,,,,,,
2018-01-01 15:00:00,77.7,288.43518,288.4411,292.6889,0.010349703,100521.984,39.035217,0.0706176759999999,132.72253,0.25500488,-1.3888855,1.282552,-2.3360634,2.22204,0.22567797,5.0766644,0.009900969,0.9243164,64.98461,3.328146,3.3710043,1.1919851,1006.0,4300.0,19.0,13.0,30.0,1.5,0.4,610.0,,,,,,
2018-01-01 16:00:00,71.8,289.18527,289.18802,291.8396600000001,0.010884345,100551.73,39.50309,0.050323486,135.22633000000002,0.2548828,-1.0031308,0.76891404,-2.6155083,2.0101404,0.7549846,4.930587,0.010092455,0.9538574,64.942474,3.4226303,3.490629,1.1931596000000002,1006.0,4200.0,19.0,14.0,999.0,1.0,0.4,610.0,,,,,,
2018-01-01 17:00:00,69.0,288.99066,288.99146,290.2209,0.010830048,100606.53,39.956074,0.03340149,139.25717,0.25476074,-0.7144824000000001,0.4924798,-3.008322,2.0788221,1.3664525,4.8498573,0.0102384575,0.97802734,64.876564,3.7718925,4.0019703,1.1948916,1006.0,3000.0,19.0,14.0,350.0,1.5,0.4,610.0,,,,,,
2018-01-01 18:00:00,70.6,288.52496,288.5261799999999,289.58435,0.010639245,100668.69,40.28492,0.025421143,144.9005,0.25463867,-0.79069495,0.57421476,-3.337749,2.4359975,1.8655837,4.645189299999998,0.010287341,0.97680664,64.79393,4.260194,4.429547299999999,1.197262,1006.0,3000.0,18.0,14.0,350.0,1.5,0.4,610.0,,,,,,
2018-01-01 19:00:00,88.5,288.26837,288.2707200000001,289.17535,0.010544739,100734.59,40.47334,0.02357483,150.23207,0.25463867,-0.80997753,0.656663,-3.4134746,2.7867446,2.161021,4.3547660000000015,0.010306528,0.95581055,64.69598,4.5394506,4.5866294000000005,1.1998585,914.0,4900.0,18.0,14.0,330.0,0.5,0.4,610.0,,,,,,
2018-01-01 20:00:00,103.0,288.03668,288.03625,288.79184,0.010441101,100772.56,40.442585,0.020599365,153.34386,0.2545166,-0.7702359999999999,0.70494246,-3.2442405,2.9917216,2.2871876,4.0930486,0.0103155095,0.8955078000000002,64.58702,4.5483127,4.594185400000001,1.2022972,914.0,5000.0,18.0,14.0,320.0,1.5,0.2,610.0,,,,,,
2018-01-01 21:00:00,105.2,287.82538,287.82596,288.32654,0.010346782,100785.016,40.28346,0.016082764,154.19963,0.25439453,-0.6894491,0.71036005,-2.9273355,3.0313227000000005,2.2341450000000003,3.9507036,0.010312307,0.89868164,64.47793,4.3436275,4.4584475,1.2044661,914.0,4700.0,18.0,14.0,310.0,2.1,0.7,914.0,,,,,,
2018-01-01 22:00:00,112.5,287.67645,287.6772200000001,287.7779,0.010281004,100774.03,39.96923,0.013061523,153.34798999999995,0.25427246,-0.60449576,0.7107426,-2.5657895,3.02877,1.9158216,3.9015932,0.010311351,0.96069336,64.3685,4.0904684,4.1926875,1.2064335,914.0,4600.0,18.0,15.0,340.0,1.0,0.7,914.0,,,,,,
2018-01-01 23:00:00,127.7,287.5344,287.5342,287.258,0.010220673,100753.195,39.610535,0.0128479,151.2225,0.25427246,-0.53280926,0.7096374,-2.227393,2.9726105,1.4145333999999998,4.039146,0.010297019,0.99438477,64.26879,3.8307595,3.9512136,1.2080586000000002,914.0,4800.0,18.0,14.0,70.0,0.5,0.7,914.0,,,,,,
2018-01-02 00:00:00,122.4,287.38885,287.3900799999999,286.949,0.010156696,100721.1,39.342693,0.014316559,148.71527,0.2541504,-0.5005257000000001,0.6775416,-2.0062044,2.7213926,0.93697095,4.321297,0.010251985,0.9880371,64.19726,3.4873502,3.6551366,1.2089936,914.0,4300.0,18.0,15.0,999.0,1.0,0.7,914.0,,,,,,
2018-01-02 01:00:00,135.9,287.2488,287.2478,286.7771600000001,0.010094669,100674.53,39.106266,0.016906738,144.725,0.25402832,-0.5224867,0.6144109000000001,-1.9198842,2.2511277,0.56092143,4.6217594,0.010193468,0.9382324,64.141304,3.059939,3.255644,1.2095356000000002,1219.0,4000.0,17.0,15.0,90.0,1.0,0.7,1219.0,,,,,,
2018-01-02 02:00:00,133.0,287.1302,287.1251200000001,286.77902,0.01003139,100636.93,38.932655,0.020225525,141.43307,0.25390625,-0.6016355999999999,0.504252,-1.9340911,1.6002965,0.3148861,4.860915,0.010126287,0.8886719000000001,64.09816,2.6176465,2.804595,1.209897,1280.0,4000.0,17.0,15.0,80.0,1.0,0.4,792.0,,,,,,
2018-01-02 03:00:00,134.1,287.01044,287.01053,286.81064,0.009954623,100617.29,38.82197,0.026062012,140.0353,0.25378418,-0.68207765,0.30251324,-2.0127585,0.8649193000000001,0.1857686,5.019993,0.010041955,0.8366699000000001,64.06118000000001,2.3124142000000005,2.421902,1.210329,1280.0,2900.0,17.0,16.0,80.0,1.5,0.4,792.0,,,,,,
2018-01-02 04:00:00,139.9,286.8802,286.87683,286.75684,0.009867371,100620.484,38.665382,0.031227112,139.77275,0.25378418,-0.7198719,0.10895425,-2.171639,0.2816261,0.16058159,5.2451367,0.009950238,0.7939454,64.03598000000001,2.3241196,2.4226668,1.2108164,1128.0,3400.0,17.0,15.0,50.0,1.5,0.4,732.0,,,,,,
2018-01-02 05:00:00,221.3,286.74536,286.73874,286.57025,0.009778186,100637.43,38.36929,0.031799316,141.21448,0.2536621,-0.75008506,-0.021752894,-2.3855772,-0.13400829,0.082855225,5.529363,0.009868444,0.76538086,64.009026,2.5317147,2.6348505,1.2115619,914.0,3400.0,17.0,15.0,80.0,1.0,0.4,640.0,,,,,,
2018-01-02 06:00:00,171.9,286.6081,286.6105,286.4793,0.009689575,100669.414,37.86857,0.029006958,144.40831,0.25354004,-0.7580518,-0.116268754,-2.5106912,-0.45190847,-0.1195302,5.879126,0.009783736,0.75341797,63.980087,2.6943362,2.7515154,1.212545,914.0,3100.0,17.0,15.0,330.0,1.0,0.4,640.0,,,,,,
2018-01-02 07:00:00,140.6,287.2636,287.25925,288.18134,0.009877492,100729.09,37.302437,0.026283264,149.32683,0.25341797,-1.1818008,-0.33359975,-2.1436603,-0.5754384,-0.32477915,6.2742257000000015,0.009773415,0.7463379,63.998665,2.3929784,2.6728976,1.2128996,914.0,2800.0,17.0,15.0,999.0,0.0,0.4,610.0,,,,,,
2018-01-02 08:00:00,132.4,288.43903,288.4404,290.47473,0.010493453,100788.59,36.84075,0.035064697,154.31201,0.2532959,-1.5276501,0.22696379,-2.2974448,0.59510505,-0.52817905,6.62165,0.0102865705,0.7258300999999999,64.39719000000001,2.4035075,2.7446067000000003,1.2059957,914.0,1900.0,18.0,15.0,999.0,1.0,0.4,549.0,,,,,,
2018-01-02 09:00:00,145.4,289.34708,289.3423200000001,292.70807,0.010987672,100799.93,36.481396,0.06903076,155.73122,0.2532959,-1.6489648999999995,1.1219963,-2.3803303,1.7941256,-0.7157388000000001,6.8164783,0.010674245,0.9082031,64.85345500000001,2.9632432,3.139215,1.1977098999999998,914.0,1700.0,18.0,16.0,330.0,1.5,0.4,549.0,,,,,,
2018-01-02 10:00:00,130.5,289.8382,289.83972,294.38934,0.011220071,100745.266,36.640057,0.07723999,151.66322,0.25317383,-1.6509787,1.5130969,-2.346255,2.322775,-1.0569463,6.7375493,0.010804618,0.89501953,65.15279,3.2937498,3.4147751000000004,1.1915566999999998,914.0,1600.0,18.0,15.0,320.0,1.5,0.4,549.0,,,,,,
2018-01-02 11:00:00,120.7,290.15524,290.1556,295.60794,0.011372307,100647.31,37.17363,0.079315186,143.28816,0.25305176,-1.6692002,1.7402113999999995,-2.3684204,2.655415,-1.529743,6.177291,0.010884371,0.7924805,65.39699,3.5670610000000003,3.6869123,1.1859111999999998,914.0,900.0,17.0,16.0,300.0,3.1,0.4,305.0,,,,,,
2018-01-02 12:00:00,170.4,290.3497,290.3466200000001,296.34894,0.011482386,100521.4,37.74247,0.08279419,132.52777,0.2529297,-1.7251793999999998,1.896693,-2.4716058,2.9128819,-1.9104484,5.497728,0.01094851,0.7050781,65.58728,3.8532298,3.9916673,1.1809776,914.0,1200.0,17.0,16.0,320.0,2.1,0.4,244.0,,,,,,
2018-01-02 13:00:00,182.1,290.43594,290.4290200000001,296.6659,0.011561904,100399.7,38.303844,0.08413696,122.18882,0.2529297,-1.8014933,2.009375,-2.6413665,3.139272,-2.07241,5.204631299999999,0.0110165225,0.6303711,65.72123,4.171369,4.3108625,1.1771281,396.0,1600.0,18.0,16.0,330.0,1.5,0.4,183.0,,,,,,
2018-01-02 14:00:00,186.3,290.49704,290.49664,296.64734,0.011645616,100330.484,38.91635,0.08618164,116.1469,0.25280762,-1.8589423,2.0631912,-2.8334851000000003,3.3206544,-2.0246942,5.0961620000000005,0.011084966,0.43286133,65.79989,4.475115,4.625285,1.1749356000000002,244.0,1300.0,18.0,16.0,310.0,2.6,0.2,152.0,,,,,,
2018-01-02 15:00:00,196.0,290.7547,290.7539700000001,295.99356,0.01194327,100325.13,39.564285,0.08139038,115.79427,0.25268555,-1.873358,1.875741,-3.2527041000000003,3.3580117,-1.5823200000000002,5.0961843,0.011298723,0.50024414,65.7868,4.8588896,5.09943,1.1751252,244.0,900.0,18.0,16.0,330.0,1.5,0.2,152.0,,,,,,
2018-01-02 16:00:00,197.2,291.50516,291.50714,294.6034,0.0126951365,100378.49,40.07234,0.060333252,120.6146,0.25256348,-1.4818841,1.2450365,-3.707387,3.1272235,-0.8008846,4.944154,0.011768358,0.4987793,65.65819,5.076855999999999,5.1615195,1.1781237,244.0,900.0,18.0,17.0,350.0,1.5,0.2,152.0,,,,,,
2018-01-02 17:00:00,177.0,291.12143,291.12286,292.40237,0.012635116,100456.6,40.329018,0.052947998,127.30259,0.2524414,-1.2010546,0.90968305,-4.365454,3.342578,-0.056726575,4.544708999999999,0.012135564,0.5366211,65.438255,5.649895,6.0832863,1.1830173000000002,244.0,1100.0,18.0,17.0,360.0,1.0,0.2,152.0,,,,,,
2018-01-02 18:00:00,177.4,290.74048,290.73788,291.6064,0.012449486,100554.07,40.362183,0.0454101559999999,135.28111,0.2524414,-1.4833007,1.1474339,-4.771253,3.771051,0.39447975,4.2095410000000015,0.012265848,0.61328125,65.178474,6.2916284000000005,6.488402,1.1888485,1219.0,1700.0,17.0,17.0,999.0,1.0,0.4,91.0,,,,,,
2018-01-02 19:00:00,162.8,290.49347,290.49664,290.95914,0.012300441,100647.83,40.10609,0.043304443,143.31486999999996,0.25231934,-1.5217965,1.2391443000000002,-4.606473,3.7827036,0.55062056,4.161643,0.012261116,0.59716797,64.94,6.1841183,6.334427,1.1943811000000002,1006.0,1900.0,17.0,17.0,999.0,1.0,0.2,152.0,,,,,,
2018-01-02 20:00:00,159.8,290.17834,290.1784,290.28482,0.012063392,100716.19,39.6209,0.040298462,148.88602,0.25219727,-1.3421628,1.1044333,-4.3169336,3.5090442000000004,0.46387565,4.418348,0.0120698189999999,0.6015625,64.78355,5.7772120000000005,5.979578500000001,1.1980759,457.0,1600.0,17.0,17.0,999.0,0.5,0.4,91.0,,,,,,
2018-01-02 21:00:00,155.4,289.7945,289.78906,289.66068,0.011780513,100754.984,39.18654,0.031906128,152.05606,0.2520752,-1.1080020000000002,0.8627349,-4.0242567000000005,3.0773015,0.21673012,4.90988,0.011825156,0.6320800999999999,64.687386,5.250244,5.48222,1.2002802,335.0,1500.0,17.0,17.0,320.0,1.0,0.4,91.0,,,,,,
2018-01-02 22:00:00,139.0,289.41302,289.41223,289.10086,0.011516404,100753.73,39.068542,0.022781372,151.95311,0.25195312,-0.92938155,0.6766911999999999,-3.6715393,2.6537135,-0.064410925,5.5118975999999975,0.011602956,0.7363281,64.610344,4.721185,4.948450599999999,1.2017107,396.0,1500.0,17.0,17.0,999.0,1.0,0.4,91.0,,,,,,
2018-01-02 23:00:00,113.0,289.0614,289.06482,288.6239,0.011294732,100724.68,39.266254,0.017356873,149.40102,0.25195312,-0.8125210999999999,0.5372449,-3.37194,2.2394724,-0.21383214,6.1704050000000015,0.0114078745,0.83740234,64.54366999999999,4.2114363,4.4325495,1.2025616,457.0,1600.0,17.0,17.0,320.0,1.0,0.4,91.0,,,,,,
2018-01-03 00:00:00,114.1,288.75128,288.7524,288.25302,0.01111066,100691.56,39.746857,0.017097473,146.41911000000005,0.25183105,-0.7443759,0.4254231,-3.0516315,1.7684374,-0.061719418,6.7959895,0.011239049,0.8334961,64.48530600000001,3.6756399,3.923155,1.2032905,457.0,2300.0,18.0,17.0,999.0,0.5,0.4,91.0,,,,,,
2018-01-03 01:00:00,117.8,288.4997600000001,288.49695,288.0854,0.010961088,100636.44,40.20982,0.023078918,141.78339,0.25170898,-0.7164651999999999,0.29574442,-2.7204525,1.1384743,0.35278833,7.1931334000000025,0.0110856939999999,0.84521484,64.42969000000001,3.0948517000000004,3.3391352,1.2036502,457.0,1200.0,18.0,17.0,999.0,1.0,0.4,91.0,,,,,,
2018-01-03 02:00:00,111.9,288.30634,288.30072,288.0463299999999,0.010830893,100588.56,40.643345,0.032302856,137.63737,0.2515869,-0.72899735,0.11663063,-2.5242093,0.3812785,0.69762194,7.317552,0.0109379089999999,0.84643555,64.37889,2.7007525,2.868799,1.2040398,305.0,600.0,18.0,17.0,310.0,1.0,0.4,61.0,,,,,,
2018-01-03 03:00:00,111.4,288.14197,288.14682,288.02173,0.0107010305,100575.945,41.23498,0.045440674,136.40996,0.25146484,-0.7244623,-0.09408525,-2.5267184,-0.38216445,0.78877634,7.220337400000001,0.010790121,0.8664550999999999,64.32956,2.6698277000000004,2.8008106,1.2048023,305.0,800.0,17.0,17.0,340.0,1.0,0.4,61.0,,,,,,
2018-01-03 04:00:00,122.9,287.96518,287.9664,287.8424,0.010558123,100581.51,41.609184,0.055770874,137.04984,0.25146484,-0.73396766,-0.23102647,-2.8136806,-0.9011693,0.6634996999999999,6.948638000000001,0.0106464389999999,0.88720703,64.2845,3.051486,3.2306864,1.2057017,457.0,1300.0,17.0,17.0,320.0,1.0,0.2,61.0,,,,,,
2018-01-03 05:00:00,122.6,287.78983,287.78687,287.66437,0.010427522,100611.05,41.55935,0.064941406,139.19301000000002,0.25134277,-0.76474905,-0.3076533,-3.0138416,-1.212589,0.4033255,6.507015,0.010511876,0.92041016,64.24086,3.3690329,3.443543,1.2068267,457.0,1000.0,17.0,17.0,310.0,1.0,0.2,61.0,,,,,,
2018-01-03 06:00:00,142.3,287.69394,287.69177,287.69293,0.010339535,100657.375,41.29208,0.07476807,143.38956000000005,0.2512207,-0.8329168,-0.25812495,-3.2705777,-0.98399496,-0.042201936,6.1395230000000005,0.010408053,0.93188477,64.21178,3.5090117,3.5802054,1.207994,732.0,1700.0,17.0,17.0,999.0,0.0,0.7,732.0,,,,,,
2018-01-03 07:00:00,150.9,288.26288,288.26306,289.10663,0.010541582,100727.96,40.884335,0.090026855,149.19162,0.25109863,-1.7215993000000005,-0.27107793,-3.166978,-0.4926715999999999,-0.7393936,6.1108093,0.010422737,0.90356445,64.22522,3.360732,3.570979,1.2085633,640.0,1400.0,18.0,17.0,120.0,2.1,0.7,640.0,,,,,,
2018-01-03 08:00:00,148.9,289.1078,289.10745,290.5857,0.011026968,100790.85,40.635067,0.10134888,155.196,0.25109863,-2.2120261,0.23565698,-3.5307636,0.4804374,-1.7541944,6.3726425,0.010850087,0.8491211,64.47395999999999,3.5573423,4.1362295,1.2047272,518.0,1200.0,18.0,17.0,100.0,2.6,0.7,518.0,,,,,,
2018-01-03 09:00:00,146.8,290.10226,290.10547,292.5379,0.011654331,100810.195,40.493492,0.10845947,156.90944,0.25097656,-2.7631173,0.85651934,-4.360935,1.4638507,-2.7764928,6.623941,0.0113924919999999,0.5576171999999999,64.87831,4.632562,4.8794723,1.1973581,457.0,1200.0,18.0,17.0,120.0,3.1,0.2,213.0,,,,,,
2018-01-03 10:00:00,141.9,290.78903,290.78488,294.08337,0.012107236,100745.055,40.539505,0.121673584,151.62964,0.2508545,-2.8939943,1.1939566,-4.5028114000000015,1.9806408,-3.5261736000000004,6.7911259999999976,0.011779735,0.77978516,65.191925,4.966243,5.031264,1.1908121,1219.0,2000.0,20.0,19.0,110.0,2.6,0.2,274.0,,,,,,
2018-01-03 11:00:00,109.9,291.21902,291.21487,295.23254,0.012386221,100631.55,41.02363,0.16516113,142.09201000000004,0.25073242,-2.8575578,1.3735263,-4.399742,2.2508526,-4.044751,6.668495699999999,0.011995936,0.82739264,65.42811999999999,4.995060400000001,5.0406895,1.1852071000000002,1585.0,3300.0,21.0,18.0,90.0,2.1,0.4,366.0,,,,,,
2018-01-03 12:00:00,80.2,291.55182,291.55014,296.25504,0.012576952,100491.664,41.64879000000001,0.18304443,130.14961,0.25061035,-2.8649907000000003,1.5710037,-4.3410234,2.5382986,-4.3147917,6.173988,0.012111563,0.9880371,65.61813000000001,5.113352,5.228409,1.1801164,1951.0,4800.0,22.0,18.0,90.0,3.1,0.4,457.0,,,,,,
2018-01-03 13:00:00,58.6,291.62238,291.61978,296.7133,0.012633891,100345.04,42.19726,0.1998291,117.54405,0.25061035,-2.9183168,1.7303467,-4.461541,2.8125725,-4.2939186,5.4757247000000016,0.012142548,1.0,65.75935,5.41514,5.568923000000001,1.1758677,1829.0,4600.0,22.0,18.0,80.0,2.6,0.4,457.0,,,,,,
2018-01-03 14:00:00,49.4,291.6063200000001,291.6054,296.72388,0.012664228,100246.51,42.57421,0.18847656,109.46732,0.25048828,-2.9510384,1.8319523,-4.665521599999999,3.0270467,-4.0986447,5.303327599999999,0.012169086,1.0,65.84116999999999,5.7705855,5.917521,1.1732584,701.0,7000.0,22.0,17.0,80.0,3.1,0.4,579.0,,,,,,
2018-01-03 15:00:00,35.4,291.75153,291.75293,295.88544,0.012923557,100239.266,42.76066,0.1585083,108.38727,0.2503662,-2.7521398,1.7418375,-4.826535,3.1113112000000003,-3.7626002,5.683992400000001,0.012424626,0.9338379,65.79594,6.029438,6.101285,1.1739209,853.0,4600.0,21.0,18.0,100.0,2.6,0.2,579.0,,,,,,
2018-01-03 16:00:00,48.6,292.15414,292.16055,294.61273,0.013415712,100291.73,42.871307,0.13214111,113.2708,0.25024414,-2.0160372,1.266063,-4.552724,2.9163651,-3.3353379000000003,5.9476633,0.012832408,0.72387695,65.65058,5.7077923,5.9741764,1.1772656,1036.0,3900.0,21.0,18.0,100.0,2.6,0.2,549.0,,,,,,
2018-01-03 17:00:00,40.2,291.8982,291.8967,292.9312,0.013362041,100379.08,43.03114,0.106292725,120.69369,0.25012207,-1.2733531,0.82917625,-4.456862,2.9555404,-3.0996861,6.188009,0.012984516,0.7722168,65.4724,5.551706299999999,5.647795,1.1814234,914.0,3200.0,20.0,19.0,120.0,2.1,0.2,518.0,,,,,,
2018-01-03 18:00:00,49.0,291.50772,291.5077,292.2077,0.013098443,100472.65,43.249916,0.07247925,127.98331,0.25012207,-1.2747982,0.8603617,-4.4406300000000005,3.0173497000000005,-3.3001702000000006,6.638112,0.012923151,0.7973633000000001,65.29522,5.5854483,5.709695,1.1857148000000002,701.0,5000.0,20.0,19.0,120.0,2.6,0.7,701.0,,,,,,
2018-01-03 19:00:00,79.2,291.1237799999999,291.12155,291.48508,0.012823337,100529.79,43.484043,0.041015625,133.37333999999998,0.24993896,-1.2069124,0.83585405,-4.3078628,2.9870887,-3.7476034,7.297979400000001,0.012804707,0.73339844,65.12706999999999,5.479727,5.642558,1.1895452,579.0,5000.0,20.0,19.0,130.0,2.1,0.7,579.0,,,,,,
2018-01-03 20:00:00,84.6,290.74985,290.7472,290.68768,0.012555894,100575.51,44.064236,0.03479004,137.13666,0.24987793,-0.92541456,0.66132,-3.710393,2.660533,-3.8283362,7.900363,0.0126329069999999,0.8261719000000001,64.99603,4.781267,5.177428,1.1925013,579.0,5000.0,20.0,19.0,999.0,0.5,0.7,579.0,,,,,,
2018-01-03 21:00:00,74.8,290.42102,290.42215,290.225,0.012330403,100606.64,45.06888,0.044784546,139.73164,0.24975586,-0.73730576,0.5027765000000001,-3.1521587,2.165049,-3.4415817000000004,8.1551075,0.012449624,0.93261725,64.91038499999999,3.9888546,4.2571554,1.194377,640.0,5000.0,20.0,19.0,999.0,1.0,0.2,366.0,,,,,,
2018-01-03 22:00:00,70.8,290.2119,290.2105,290.06696,0.012169738,100603.98,46.140354,0.071136475,139.1223,0.24969482,-0.73010266,0.42889786,-3.1224842,1.8327225,-2.9407794,8.30511,0.0122890969999999,0.9797363,64.85608,3.7874794,3.9156122,1.1953073,640.0,4700.0,20.0,19.0,170.0,1.0,0.2,366.0,,,,,,
2018-01-03 23:00:00,67.7,290.08273,290.084,290.0424,0.012058645,100573.266,47.09859,0.11355591,136.31544,0.24957275,-0.8562440999999998,0.40102518,-3.706527,1.7500254000000002,-2.522143,8.283311999999999,0.012162691,0.96655273,64.82146,4.130450700000001,4.465273000000001,1.1955742,305.0,1700.0,20.0,19.0,90.0,2.1,0.4,183.0,,,,,,
2018-01-04 00:00:00,63.0,290.00903,290.0022600000001,290.05823,0.011989515,100532.57,47.753483,0.1550292999999999,133.11108000000002,0.24945068,-0.99167573,0.41113567,-4.042553,1.7293777,-2.20147,7.985790299999999,0.012082077,0.9909668,64.78827,4.485893,4.5505830000000005,1.1957502,213.0,2800.0,19.0,18.0,60.0,2.1,0.4,91.0,,,,,,
2018-01-04 01:00:00,91.2,289.9120000000001,289.91833,289.9839,0.011931891,100472.42,48.001556,0.19213867,128.34288,0.24938965,-0.9753893,0.3957696,-4.008757,1.6906404,-1.9042131,7.555677999999999,0.01202825,0.9848633,64.76496999999999,4.3763933,4.465876000000001,1.1954867,518.0,3200.0,19.0,18.0,999.0,0.5,0.4,183.0,,,,,,
2018-01-04 02:00:00,69.5,289.8684,289.8706,289.93365,0.011912507,100436.836,48.15779000000001,0.20483398,124.84694,0.24926758,-0.9507392,0.39498216,-3.883337000000002,1.6812949,-1.718481,7.1828394,0.01202032,0.99316406,64.75876,4.2740545,4.392268,1.1951227,305.0,3700.0,19.0,18.0,999.0,1.0,0.4,183.0,,,,,,
2018-01-04 03:00:00,84.6,289.8441,289.8449700000001,289.88922,0.0119160805,100411.15,48.360493,0.2088623,122.991714,0.24920654,-0.8947461999999999,0.37719703,-3.7019463,1.6146989,-1.5318812,6.8759289999999975,0.012042985,0.9650879,64.76482,4.0821857,4.1691656,1.1947173,213.0,2400.0,19.0,18.0,50.0,2.1,0.4,91.0,,,,,,
